"dive number","date","time","sample time (min)","sample depth (m)","sample temperature (C)","sample pressure (bar)","sample heartrate"
"5","2025-06-19","11:44:00","5:05","21.2",,,
"5","2025-06-19","11:44:00","5:10","21.1",,,
"5","2025-06-19","11:44:00","5:15","21.1",,,
"5","2025-06-19","11:44:00","5:20","21.2","29.7",,
"5","2025-06-19","11:44:00","5:25","21.2",,,
"5","2025-06-19","11:44:00","5:30","21.1",,,
"5","2025-06-19","11:44:00","5:35","21.2",,,
"5","2025-06-19","11:44:00","5:40","21.4",,,
"5","2025-06-19","11:44:00","5:45","21.5",,,
"5","2025-06-19","11:44:00","5:50","21.4",,,
"5","2025-06-19","11:44:00","5:55","21.4",,,
"5","2025-06-19","11:44:00","6:00","21.4",,,
"5","2025-06-19","11:44:00","6:05","21.5",,,
"5","2025-06-19","11:44:00","6:10","21.9",,,
"5","2025-06-19","11:44:00","6:15","22.7","29.6",,
"5","2025-06-19","11:44:00","6:20","22.7",,,
"5","2025-06-19","11:44:00","6:25","22.6",,,
"5","2025-06-19","11:44:00","6:30","22.5",,,
"5","2025-06-19","11:44:00","6:35","22.5",,,
"5","2025-06-19","11:44:00","6:40","22.7",,,
"5","2025-06-19","11:44:00","6:45","22.5",,,
"5","2025-06-19","11:44:00","6:50","22.6",,,
"5","2025-06-19","11:44:00","6:55","22.7",,,
"5","2025-06-19","11:44:00","7:00","22.9",,,
"5","2025-06-19","11:44:00","7:05","23.2",,,
"5","2025-06-19","11:44:00","7:10","23.3",,,
"5","2025-06-19","11:44:00","7:15","23.5","29.5",,
"5","2025-06-19","11:44:00","7:20","23.5",,,
"5","2025-06-19","11:44:00","7:25","23",,,
"5","2025-06-19","11:44:00","7:30","23.1",,,
"5","2025-06-19","11:44:00","7:35","23",,,
"5","2025-06-19","11:44:00","7:40","22.9",,,
"5","2025-06-19","11:44:00","7:45","22.8",,,
"5","2025-06-19","11:44:00","7:50","23.1",,,
"5","2025-06-19","11:44:00","7:55","23.3",,,
"5","2025-06-19","11:44:00","8:00","23.4",,,
"5","2025-06-19","11:44:00","8:05","23.9",,,
"5","2025-06-19","11:44:00","8:10","24",,,
"5","2025-06-19","11:44:00","8:15","23.9",,,
"5","2025-06-19","11:44:00","8:20","24",,,
"5","2025-06-19","11:44:00","8:25","23.8",,,
"5","2025-06-19","11:44:00","8:30","23.6",,,
"5","2025-06-19","11:44:00","8:35","23.7",,,
"5","2025-06-19","11:44:00","8:40","23.7",,,
"5","2025-06-19","11:44:00","8:45","23.7",,,
"5","2025-06-19","11:44:00","8:50","23.4",,,
"5","2025-06-19","11:44:00","8:55","23.5",,,
"5","2025-06-19","11:44:00","9:00","23.7",,,
"5","2025-06-19","11:44:00","9:05","23.5",,,
"5","2025-06-19","11:44:00","9:10","23.6",,,
"5","2025-06-19","11:44:00","9:15","23.6","29.4",,
"5","2025-06-19","11:44:00","9:20","23.3",,,
"5","2025-06-19","11:44:00","9:25","23.4",,,
"5","2025-06-19","11:44:00","9:30","23.4",,,
"5","2025-06-19","11:44:00","9:35","23.3",,,
"5","2025-06-19","11:44:00","9:40","23.3",,,
"5","2025-06-19","11:44:00","9:45","23.2",,,
"5","2025-06-19","11:44:00","9:50","23.3",,,
"5","2025-06-19","11:44:00","9:55","23.3",,,
"5","2025-06-19","11:44:00","10:00","23.3",,,
"5","2025-06-19","11:44:00","10:05","23.3",,,
"5","2025-06-19","11:44:00","10:10","23.3",,,
"5","2025-06-19","11:44:00","10:15","23.1",,,
"5","2025-06-19","11:44:00","10:20","23.3",,,
"5","2025-06-19","11:44:00","10:25","23.3",,,
"5","2025-06-19","11:44:00","10:30","23",,,
"5","2025-06-19","11:44:00","10:35","22.8",,,
"5","2025-06-19","11:44:00","10:40","22.6",,,
"5","2025-06-19","11:44:00","10:45","22.2",,,
"5","2025-06-19","11:44:00","10:50","21.7",,,
"5","2025-06-19","11:44:00","10:55","21.6",,,
"5","2025-06-19","11:44:00","11:00","21.5",,,
"5","2025-06-19","11:44:00","11:05","21.4",,,
"5","2025-06-19","11:44:00","11:10","21.2",,,
"5","2025-06-19","11:44:00","11:15","21.3",,,
"5","2025-06-19","11:44:00","11:20","21.4",,,
"5","2025-06-19","11:44:00","11:25","21.4",,,
"5","2025-06-19","11:44:00","11:30","21.5",,,
"5","2025-06-19","11:44:00","11:35","21.5",,,
"5","2025-06-19","11:44:00","11:40","21.3",,,
"5","2025-06-19","11:44:00","11:45","21.2",,,
"5","2025-06-19","11:44:00","11:50","21.2",,,
"5","2025-06-19","11:44:00","11:55","21.2",,,
"5","2025-06-19","11:44:00","12:00","21",,,
"5","2025-06-19","11:44:00","12:05","21",,,
"5","2025-06-19","11:44:00","12:10","21",,,
"5","2025-06-19","11:44:00","12:15","21.2",,,
"5","2025-06-19","11:44:00","12:20","21",,,
"5","2025-06-19","11:44:00","12:25","20.7",,,
"5","2025-06-19","11:44:00","12:30","20.8",,,
"5","2025-06-19","11:44:00","12:35","20.7",,,
"5","2025-06-19","11:44:00","12:40","20.8",,,
"5","2025-06-19","11:44:00","12:45","21.3",,,
"5","2025-06-19","11:44:00","12:50","21.8",,,
"5","2025-06-19","11:44:00","12:55","21.8",,,
"5","2025-06-19","11:44:00","13:00","21.8",,,
"5","2025-06-19","11:44:00","13:05","21.8",,,
"5","2025-06-19","11:44:00","13:10","21.8",,,
"5","2025-06-19","11:44:00","13:15","21.7",,,
"5","2025-06-19","11:44:00","13:20","21.7",,,
"5","2025-06-19","11:44:00","13:25","21.7",,,
"5","2025-06-19","11:44:00","13:30","21.7",,,
"5","2025-06-19","11:44:00","13:35","21.8",,,
"5","2025-06-19","11:44:00","13:40","21.7",,,
"5","2025-06-19","11:44:00","13:45","21.7",,,
"5","2025-06-19","11:44:00","13:50","21.7",,,
"5","2025-06-19","11:44:00","13:55","21.7",,,
"5","2025-06-19","11:44:00","14:00","21.6",,,
"5","2025-06-19","11:44:00","14:05","21.4",,,
"5","2025-06-19","11:44:00","14:10","21.4",,,
"5","2025-06-19","11:44:00","14:15","21.5",,,
"5","2025-06-19","11:44:00","14:20","21.5",,,
"5","2025-06-19","11:44:00","14:25","21.3",,,
"5","2025-06-19","11:44:00","14:30","21.2",,,
"5","2025-06-19","11:44:00","14:35","21.1",,,
"5","2025-06-19","11:44:00","14:40","21.1",,,
"5","2025-06-19","11:44:00","14:45","21.3",,,
"5","2025-06-19","11:44:00","14:50","21.1",,,
"5","2025-06-19","11:44:00","14:55","21.1",,,
"5","2025-06-19","11:44:00","15:00","21.2",,,
"5","2025-06-19","11:44:00","15:05","21.2",,,
"5","2025-06-19","11:44:00","15:10","20.8",,,
"5","2025-06-19","11:44:00","15:15","20.8",,,
"5","2025-06-19","11:44:00","15:20","20.9","29.3",,
"5","2025-06-19","11:44:00","15:25","20.7","29.4",,
"5","2025-06-19","11:44:00","15:30","20.4","29.3",,
"5","2025-06-19","11:44:00","15:35","20.3","29.4",,
"5","2025-06-19","11:44:00","15:40","19.7",,,
"5","2025-06-19","11:44:00","15:45","19.3","29.3",,
"5","2025-06-19","11:44:00","15:50","19.2",,,
"5","2025-06-19","11:44:00","15:55","19.1","29.4",,
"5","2025-06-19","11:44:00","16:00","18.8","29.3",,
"5","2025-06-19","11:44:00","16:05","18.2",,,
"5","2025-06-19","11:44:00","16:10","18.3",,,
"5","2025-06-19","11:44:00","16:15","17.6","29.4",,
"5","2025-06-19","11:44:00","16:20","17.4","29.3",,
"5","2025-06-19","11:44:00","16:25","16.9",,,
"5","2025-06-19","11:44:00","16:30","17",,,
"5","2025-06-19","11:44:00","16:35","17.1",,,
"5","2025-06-19","11:44:00","16:40","16.9","29.4",,
"5","2025-06-19","11:44:00","16:45","16.9",,,
"5","2025-06-19","11:44:00","16:50","17.1",,,
"5","2025-06-19","11:44:00","16:55","17.2",,,
"5","2025-06-19","11:44:00","17:00","17.5","29.3",,
"5","2025-06-19","11:44:00","17:05","17.7","29.4",,
"5","2025-06-19","11:44:00","17:10","17.7",,,
"5","2025-06-19","11:44:00","17:15","17.8","29.3",,
"5","2025-06-19","11:44:00","17:20","17.9",,,
"5","2025-06-19","11:44:00","17:25","17.7",,,
"5","2025-06-19","11:44:00","17:30","17.9",,,
"5","2025-06-19","11:44:00","17:35","18.1","29.4",,
"5","2025-06-19","11:44:00","17:40","18","29.3",,
"5","2025-06-19","11:44:00","17:45","18",,,
"5","2025-06-19","11:44:00","17:50","18.3","29.4",,
"5","2025-06-19","11:44:00","17:55","18.6","29.3",,
"5","2025-06-19","11:44:00","18:00","18.3",,,
"5","2025-06-19","11:44:00","18:05","18.4",,,
"5","2025-06-19","11:44:00","18:10","18.7",,,
"5","2025-06-19","11:44:00","18:15","18.7",,,
"5","2025-06-19","11:44:00","18:20","18.4","29.4",,
"5","2025-06-19","11:44:00","18:25","18.2","29.3",,
"5","2025-06-19","11:44:00","18:30","18.2","29.4",,
"5","2025-06-19","11:44:00","18:35","18.2","29.3",,
"5","2025-06-19","11:44:00","18:40","18","29.4",,
"5","2025-06-19","11:44:00","18:45","18.3",,,
"5","2025-06-19","11:44:00","18:50","18.5",,,
"5","2025-06-19","11:44:00","18:55","18.5",,,
"5","2025-06-19","11:44:00","19:00","18.5",,,
"5","2025-06-19","11:44:00","19:05","18.3",,,
"5","2025-06-19","11:44:00","19:10","18",,,
"5","2025-06-19","11:44:00","19:15","17.6",,,
"5","2025-06-19","11:44:00","19:20","17.6",,,
"5","2025-06-19","11:44:00","19:25","17.5",,,
"5","2025-06-19","11:44:00","19:30","17.2",,,
"5","2025-06-19","11:44:00","19:35","17",,,
"5","2025-06-19","11:44:00","19:40","16.5",,,
"5","2025-06-19","11:44:00","19:45","16.5",,,
"5","2025-06-19","11:44:00","19:50","16.3",,,
"5","2025-06-19","11:44:00","19:55","16",,,
"5","2025-06-19","11:44:00","20:00","15.5",,,
"5","2025-06-19","11:44:00","20:05","15.3",,,
"5","2025-06-19","11:44:00","20:10","15.3",,,
"5","2025-06-19","11:44:00","20:15","15.1",,,
"5","2025-06-19","11:44:00","20:20","15",,,
"5","2025-06-19","11:44:00","20:25","14.7",,,
"5","2025-06-19","11:44:00","20:30","14.4",,,
"5","2025-06-19","11:44:00","20:35","14.4",,,
"5","2025-06-19","11:44:00","20:40","14.6",,,
"5","2025-06-19","11:44:00","20:45","14.6",,,
"5","2025-06-19","11:44:00","20:50","14.8",,,
"5","2025-06-19","11:44:00","20:55","14.8",,,
"5","2025-06-19","11:44:00","21:00","14.9",,,
"5","2025-06-19","11:44:00","21:05","15",,,
"5","2025-06-19","11:44:00","21:10","15.3",,,
"5","2025-06-19","11:44:00","21:15","15.4",,,
"5","2025-06-19","11:44:00","21:20","15.4",,,
"5","2025-06-19","11:44:00","21:25","15.5",,,
"5","2025-06-19","11:44:00","21:30","15.5",,,
"5","2025-06-19","11:44:00","21:35","15.4",,,
"5","2025-06-19","11:44:00","21:40","15",,,
"5","2025-06-19","11:44:00","21:45","14.7",,,
"5","2025-06-19","11:44:00","21:50","14.4",,,
"5","2025-06-19","11:44:00","21:55","14.2",,,
"5","2025-06-19","11:44:00","22:00","13.8",,,
"5","2025-06-19","11:44:00","22:05","13.2",,,
"5","2025-06-19","11:44:00","22:10","13",,,
"5","2025-06-19","11:44:00","22:15","12.6",,,
"5","2025-06-19","11:44:00","22:20","12.7",,,
"5","2025-06-19","11:44:00","22:25","12.8",,,
"5","2025-06-19","11:44:00","22:30","12.8",,,
"5","2025-06-19","11:44:00","22:35","13.1",,,
"5","2025-06-19","11:44:00","22:40","13.7",,,
"5","2025-06-19","11:44:00","22:45","14.1",,,
"5","2025-06-19","11:44:00","22:50","14.3",,,
"5","2025-06-19","11:44:00","22:55","14.4",,,
"5","2025-06-19","11:44:00","23:00","14.3",,,
"5","2025-06-19","11:44:00","23:05","14.4",,,
"5","2025-06-19","11:44:00","23:10","14.4",,,
"5","2025-06-19","11:44:00","23:15","14.5",,,
"5","2025-06-19","11:44:00","23:20","14.5",,,
"5","2025-06-19","11:44:00","23:25","14.8",,,
"5","2025-06-19","11:44:00","23:30","15",,,
"5","2025-06-19","11:44:00","23:35","14.7",,,
"5","2025-06-19","11:44:00","23:40","15.2",,,
"5","2025-06-19","11:44:00","23:45","15.5",,,
"5","2025-06-19","11:44:00","23:50","15.4",,,
"5","2025-06-19","11:44:00","23:55","15.1",,,
"5","2025-06-19","11:44:00","24:00","15.1",,,
"5","2025-06-19","11:44:00","24:05","14.8",,,
"5","2025-06-19","11:44:00","24:10","14.6",,,
"5","2025-06-19","11:44:00","24:15","14.2",,,
"5","2025-06-19","11:44:00","24:20","14.4",,,
"5","2025-06-19","11:44:00","24:25","14.4",,,
"5","2025-06-19","11:44:00","24:30","14.4",,,
"5","2025-06-19","11:44:00","24:35","14.5",,,
"5","2025-06-19","11:44:00","24:40","14.7",,,
"5","2025-06-19","11:44:00","24:45","14.8",,,
"5","2025-06-19","11:44:00","24:50","15",,,
"5","2025-06-19","11:44:00","24:55","15.3",,,
"5","2025-06-19","11:44:00","25:00","15.4",,,
"5","2025-06-19","11:44:00","25:05","15.5",,,
"5","2025-06-19","11:44:00","25:10","15.2",,,
"5","2025-06-19","11:44:00","25:15","15.8",,,
"5","2025-06-19","11:44:00","25:20","15.9",,,
"5","2025-06-19","11:44:00","25:25","16",,,
"5","2025-06-19","11:44:00","25:30","16",,,
"5","2025-06-19","11:44:00","25:35","16",,,
"5","2025-06-19","11:44:00","25:40","15.9",,,
"5","2025-06-19","11:44:00","25:45","16.1",,,
"5","2025-06-19","11:44:00","25:50","16.1",,,
"5","2025-06-19","11:44:00","25:55","16.1",,,
"5","2025-06-19","11:44:00","26:00","15.7",,,
"5","2025-06-19","11:44:00","26:05","15.8",,,
"5","2025-06-19","11:44:00","26:10","15.8",,,
"5","2025-06-19","11:44:00","26:15","15.9",,,
"5","2025-06-19","11:44:00","26:20","15.9",,,
"5","2025-06-19","11:44:00","26:25","15.7",,,
"5","2025-06-19","11:44:00","26:30","15.9",,,
"5","2025-06-19","11:44:00","26:35","16.1",,,
"5","2025-06-19","11:44:00","26:40","16",,,
"5","2025-06-19","11:44:00","26:45","16",,,
"5","2025-06-19","11:44:00","26:50","16.1",,,
"5","2025-06-19","11:44:00","26:55","16.1",,,
"5","2025-06-19","11:44:00","27:00","16.2",,,
"5","2025-06-19","11:44:00","27:05","16",,,
"5","2025-06-19","11:44:00","27:10","16",,,
"5","2025-06-19","11:44:00","27:15","16.3",,,
"5","2025-06-19","11:44:00","27:20","16.5",,,
"5","2025-06-19","11:44:00","27:25","16.7",,,
"5","2025-06-19","11:44:00","27:30","16.8",,,
"5","2025-06-19","11:44:00","27:35","16.7",,,
"5","2025-06-19","11:44:00","27:40","16.7",,,
"5","2025-06-19","11:44:00","27:45","16.9",,,
"5","2025-06-19","11:44:00","27:50","17.1",,,
"5","2025-06-19","11:44:00","27:55","17",,,
"5","2025-06-19","11:44:00","28:00","16.8",,,
"5","2025-06-19","11:44:00","28:05","16.5",,,
"5","2025-06-19","11:44:00","28:10","16.3",,,
"5","2025-06-19","11:44:00","28:15","16.2",,,
"5","2025-06-19","11:44:00","28:20","16.2",,,
"5","2025-06-19","11:44:00","28:25","16.2",,,
"5","2025-06-19","11:44:00","28:30","16.1",,,
"5","2025-06-19","11:44:00","28:35","15.9",,,
"5","2025-06-19","11:44:00","28:40","15.9",,,
"5","2025-06-19","11:44:00","28:45","15.5",,,
"5","2025-06-19","11:44:00","28:50","15.2",,,
"5","2025-06-19","11:44:00","28:55","14.7",,,
"5","2025-06-19","11:44:00","29:00","14.4",,,
"5","2025-06-19","11:44:00","29:05","13.9",,,
"5","2025-06-19","11:44:00","29:10","13.9",,,
"5","2025-06-19","11:44:00","29:15","13.9",,,
"5","2025-06-19","11:44:00","29:20","13.7",,,
"5","2025-06-19","11:44:00","29:25","13.5",,,
"5","2025-06-19","11:44:00","29:30","13.6",,,
"5","2025-06-19","11:44:00","29:35","13.5",,,
"5","2025-06-19","11:44:00","29:40","13.3",,,
"5","2025-06-19","11:44:00","29:45","13.2",,,
"5","2025-06-19","11:44:00","29:50","13.2",,,
"5","2025-06-19","11:44:00","29:55","12.9",,,
"5","2025-06-19","11:44:00","30:00","12.8",,,
"5","2025-06-19","11:44:00","30:05","12.5",,,
"5","2025-06-19","11:44:00","30:10","12.4",,,
"5","2025-06-19","11:44:00","30:15","12",,,
"5","2025-06-19","11:44:00","30:20","12",,,
"5","2025-06-19","11:44:00","30:25","12.2",,,
"5","2025-06-19","11:44:00","30:30","12.2",,,
"5","2025-06-19","11:44:00","30:35","12.1",,,
"5","2025-06-19","11:44:00","30:40","12.2",,,
"5","2025-06-19","11:44:00","30:45","12.2",,,
"5","2025-06-19","11:44:00","30:50","12.2",,,
"5","2025-06-19","11:44:00","30:55","12.2",,,
"5","2025-06-19","11:44:00","31:00","12.2",,,
"5","2025-06-19","11:44:00","31:05","11.6",,,
"5","2025-06-19","11:44:00","31:10","11.4",,,
"5","2025-06-19","11:44:00","31:15","11.7",,,
"5","2025-06-19","11:44:00","31:20","11.7",,,
"5","2025-06-19","11:44:00","31:25","11.7",,,
"5","2025-06-19","11:44:00","31:30","11.5",,,
"5","2025-06-19","11:44:00","31:35","11.3",,,
"5","2025-06-19","11:44:00","31:40","11.4",,,
"5","2025-06-19","11:44:00","31:45","11.5",,,
"5","2025-06-19","11:44:00","31:50","11.3",,,
"5","2025-06-19","11:44:00","31:55","11.5",,,
"5","2025-06-19","11:44:00","32:00","11.6",,,
"5","2025-06-19","11:44:00","32:05","11.2",,,
"5","2025-06-19","11:44:00","32:10","11.4",,,
"5","2025-06-19","11:44:00","32:15","11.1",,,
"5","2025-06-19","11:44:00","32:20","11.1",,,
"5","2025-06-19","11:44:00","32:25","11.3",,,
"5","2025-06-19","11:44:00","32:30","11.2",,,
"5","2025-06-19","11:44:00","32:35","11.2",,,
"5","2025-06-19","11:44:00","32:40","11.2",,,
"5","2025-06-19","11:44:00","32:45","11",,,
"5","2025-06-19","11:44:00","32:50","10.9",,,
"5","2025-06-19","11:44:00","32:55","10.8",,,
"5","2025-06-19","11:44:00","33:00","10.8",,,
"5","2025-06-19","11:44:00","33:05","11",,,
"5","2025-06-19","11:44:00","33:10","11.2",,,
"5","2025-06-19","11:44:00","33:15","11",,,
"5","2025-06-19","11:44:00","33:20","11.2",,,
"5","2025-06-19","11:44:00","33:25","11.1",,,
"5","2025-06-19","11:44:00","33:30","10.9",,,
"5","2025-06-19","11:44:00","33:35","11.1",,,
"5","2025-06-19","11:44:00","33:40","11.1",,,
"5","2025-06-19","11:44:00","33:45","10.4",,,
"5","2025-06-19","11:44:00","33:50","10.2",,,
"5","2025-06-19","11:44:00","33:55","10.2",,,
"5","2025-06-19","11:44:00","34:00","10",,,
"5","2025-06-19","11:44:00","34:05","10",,,
"5","2025-06-19","11:44:00","34:10","10.1",,,
"5","2025-06-19","11:44:00","34:15","10.5",,,
"5","2025-06-19","11:44:00","34:20","10.5",,,
"5","2025-06-19","11:44:00","34:25","10.2",,,
"5","2025-06-19","11:44:00","34:30","10.3",,,
"5","2025-06-19","11:44:00","34:35","10.6",,,
"5","2025-06-19","11:44:00","34:40","10.6",,,
"5","2025-06-19","11:44:00","34:45","10.3",,,
"5","2025-06-19","11:44:00","34:50","10",,,
"5","2025-06-19","11:44:00","34:55","10",,,
"5","2025-06-19","11:44:00","35:00","10.1",,,
"5","2025-06-19","11:44:00","35:05","10.4",,,
"5","2025-06-19","11:44:00","35:10","10.6",,,
"5","2025-06-19","11:44:00","35:15","10.5",,,
"5","2025-06-19","11:44:00","35:20","10.5",,,
"5","2025-06-19","11:44:00","35:25","10.3",,,
"5","2025-06-19","11:44:00","35:30","10.4",,,
"5","2025-06-19","11:44:00","35:35","10.2",,,
"5","2025-06-19","11:44:00","35:40","10.3",,,
"5","2025-06-19","11:44:00","35:45","10.5",,,
"5","2025-06-19","11:44:00","35:50","10.5",,,
"5","2025-06-19","11:44:00","35:55","10.4",,,
"5","2025-06-19","11:44:00","36:00","10.2",,,
"5","2025-06-19","11:44:00","36:05","9.6",,,
"5","2025-06-19","11:44:00","36:10","9.6",,,
"5","2025-06-19","11:44:00","36:15","9.1",,,
"5","2025-06-19","11:44:00","36:20","8.7",,,
"5","2025-06-19","11:44:00","36:25","9",,,
"5","2025-06-19","11:44:00","36:30","9.2",,,
"5","2025-06-19","11:44:00","36:35","9.1",,,
"5","2025-06-19","11:44:00","36:40","9.2",,,
"5","2025-06-19","11:44:00","36:45","9.3",,,
"5","2025-06-19","11:44:00","36:50","9.4",,,
"5","2025-06-19","11:44:00","36:55","9.4",,,
"5","2025-06-19","11:44:00","37:00","9.4",,,
"5","2025-06-19","11:44:00","37:05","9.6",,,
"5","2025-06-19","11:44:00","37:10","9.8",,,
"5","2025-06-19","11:44:00","37:15","10.3",,,
"5","2025-06-19","11:44:00","37:20","10.1",,,
"5","2025-06-19","11:44:00","37:25","10.2",,,
"5","2025-06-19","11:44:00","37:30","10.5",,,
"5","2025-06-19","11:44:00","37:35","10.6",,,
"5","2025-06-19","11:44:00","37:40","10.5",,,
"5","2025-06-19","11:44:00","37:45","10.3",,,
"5","2025-06-19","11:44:00","37:50","10.2",,,
"5","2025-06-19","11:44:00","37:55","10.1",,,
"5","2025-06-19","11:44:00","38:00","10",,,
"5","2025-06-19","11:44:00","38:05","9.9",,,
"5","2025-06-19","11:44:00","38:10","9.8",,,
"5","2025-06-19","11:44:00","38:15","9.9",,,
"5","2025-06-19","11:44:00","38:20","10",,,
"5","2025-06-19","11:44:00","38:25","10",,,
"5","2025-06-19","11:44:00","38:30","9.9",,,
"5","2025-06-19","11:44:00","38:35","10",,,
"5","2025-06-19","11:44:00","38:40","10",,,
"5","2025-06-19","11:44:00","38:45","10.2",,,
"5","2025-06-19","11:44:00","38:50","10.5",,,
"5","2025-06-19","11:44:00","38:55","10.6",,,
"5","2025-06-19","11:44:00","39:00","10.9",,,
"5","2025-06-19","11:44:00","39:05","11",,,
"5","2025-06-19","11:44:00","39:10","10.9",,,
"5","2025-06-19","11:44:00","39:15","10.9",,,
"5","2025-06-19","11:44:00","39:20","11.1",,,
"5","2025-06-19","11:44:00","39:25","11.2",,,
"5","2025-06-19","11:44:00","39:30","11.4",,,
"5","2025-06-19","11:44:00","39:35","11.4",,,
"5","2025-06-19","11:44:00","39:40","11.3",,,
"5","2025-06-19","11:44:00","39:45","11.2",,,
"5","2025-06-19","11:44:00","39:50","11",,,
"5","2025-06-19","11:44:00","39:55","10.8",,,
"5","2025-06-19","11:44:00","40:00","10.5",,,
"5","2025-06-19","11:44:00","40:05","10.6",,,
"5","2025-06-19","11:44:00","40:10","10.7",,,
"5","2025-06-19","11:44:00","40:15","11.1",,,
"5","2025-06-19","11:44:00","40:20","11.3",,,
"5","2025-06-19","11:44:00","40:25","11.6",,,
"5","2025-06-19","11:44:00","40:30","11.7",,,
"5","2025-06-19","11:44:00","40:35","11.7",,,
"5","2025-06-19","11:44:00","40:40","11.6",,,
"5","2025-06-19","11:44:00","40:45","11.5",,,
"5","2025-06-19","11:44:00","40:50","11.6",,,
"5","2025-06-19","11:44:00","40:55","11.6",,,
"5","2025-06-19","11:44:00","41:00","11.4",,,
"5","2025-06-19","11:44:00","41:05","11.3",,,
"5","2025-06-19","11:44:00","41:10","11.1",,,
"5","2025-06-19","11:44:00","41:15","11",,,
"5","2025-06-19","11:44:00","41:20","11",,,
"5","2025-06-19","11:44:00","41:25","10.8",,,
"5","2025-06-19","11:44:00","41:30","10.7",,,
"5","2025-06-19","11:44:00","41:35","10.5",,,
"5","2025-06-19","11:44:00","41:40","10.5",,,
"5","2025-06-19","11:44:00","41:45","10.5",,,
"5","2025-06-19","11:44:00","41:50","10.7",,,
"5","2025-06-19","11:44:00","41:55","11",,,
"5","2025-06-19","11:44:00","42:00","11.6",,,
"5","2025-06-19","11:44:00","42:05","11.7",,,
"5","2025-06-19","11:44:00","42:10","12",,,
"5","2025-06-19","11:44:00","42:15","12.2",,,
"5","2025-06-19","11:44:00","42:20","12.1",,,
"5","2025-06-19","11:44:00","42:25","12.3",,,
"5","2025-06-19","11:44:00","42:30","12.4",,,
"5","2025-06-19","11:44:00","42:35","12.5",,,
"5","2025-06-19","11:44:00","42:40","12.3",,,
"5","2025-06-19","11:44:00","42:45","12",,,
"5","2025-06-19","11:44:00","42:50","12.3",,,
"5","2025-06-19","11:44:00","42:55","12.2",,,
"5","2025-06-19","11:44:00","43:00","12",,,
"5","2025-06-19","11:44:00","43:05","11.9",,,
"5","2025-06-19","11:44:00","43:10","11.8",,,
"5","2025-06-19","11:44:00","43:15","11.4",,,
"5","2025-06-19","11:44:00","43:20","11.7",,,
"5","2025-06-19","11:44:00","43:25","11.6",,,
"5","2025-06-19","11:44:00","43:30","11.7",,,
"5","2025-06-19","11:44:00","43:35","11.6",,,
"5","2025-06-19","11:44:00","43:40","11.6",,,
"5","2025-06-19","11:44:00","43:45","11.8",,,
"5","2025-06-19","11:44:00","43:50","11.8",,,
"5","2025-06-19","11:44:00","43:55","11.8",,,
"5","2025-06-19","11:44:00","44:00","11.8",,,
"5","2025-06-19","11:44:00","44:05","11.8",,,
"5","2025-06-19","11:44:00","44:10","11.8",,,
"5","2025-06-19","11:44:00","44:15","11.8",,,
"5","2025-06-19","11:44:00","44:20","11.6",,,
"5","2025-06-19","11:44:00","44:25","11.4",,,
"5","2025-06-19","11:44:00","44:30","11.4",,,
"5","2025-06-19","11:44:00","44:35","11.2",,,
"5","2025-06-19","11:44:00","44:40","11.3",,,
"5","2025-06-19","11:44:00","44:45","11.1",,,
"5","2025-06-19","11:44:00","44:50","11.1",,,
"5","2025-06-19","11:44:00","44:55","11.2",,,
"5","2025-06-19","11:44:00","45:00","11.1",,,
"5","2025-06-19","11:44:00","45:05","11.3",,,
"5","2025-06-19","11:44:00","45:10","10.9",,,
"5","2025-06-19","11:44:00","45:15","10.7",,,
"5","2025-06-19","11:44:00","45:20","10.4",,,
"5","2025-06-19","11:44:00","45:25","10.4",,,
"5","2025-06-19","11:44:00","45:30","10.2",,,
"5","2025-06-19","11:44:00","45:35","10.1",,,
"5","2025-06-19","11:44:00","45:40","10.1",,,
"5","2025-06-19","11:44:00","45:45","10.2",,,
"5","2025-06-19","11:44:00","45:50","10",,,
"5","2025-06-19","11:44:00","45:55","10",,,
"5","2025-06-19","11:44:00","46:00","9.9",,,
"5","2025-06-19","11:44:00","46:05","9.9",,,
"5","2025-06-19","11:44:00","46:10","9.7",,,
"5","2025-06-19","11:44:00","46:15","9.9",,,
"5","2025-06-19","11:44:00","46:20","9.8",,,
"5","2025-06-19","11:44:00","46:25","9.7",,,
"5","2025-06-19","11:44:00","46:30","9.7",,,
"5","2025-06-19","11:44:00","46:35","9.6",,,
"5","2025-06-19","11:44:00","46:40","9",,,
"5","2025-06-19","11:44:00","46:45","8.5",,,
"5","2025-06-19","11:44:00","46:50","8.3",,,
"5","2025-06-19","11:44:00","46:55","8.2",,,
"5","2025-06-19","11:44:00","47:00","7.8",,,
"5","2025-06-19","11:44:00","47:05","7.2",,,
"5","2025-06-19","11:44:00","47:10","7.1",,,
"5","2025-06-19","11:44:00","47:15","6.5",,,
"5","2025-06-19","11:44:00","47:20","6.5",,,
"5","2025-06-19","11:44:00","47:25","5.9",,,
"5","2025-06-19","11:44:00","47:30","5.5",,,
"5","2025-06-19","11:44:00","47:35","5",,,
"5","2025-06-19","11:44:00","47:40","5",,,
"5","2025-06-19","11:44:00","47:45","4.9",,,
"5","2025-06-19","11:44:00","47:50","5.2",,,
"5","2025-06-19","11:44:00","47:55","5.4",,,
"5","2025-06-19","11:44:00","48:00","5.6",,,
"5","2025-06-19","11:44:00","48:05","5.8",,,
"5","2025-06-19","11:44:00","48:10","6.1",,,
